DateCreated_GMT,LandUse,Grazed,GrazingAnimals,Flooding,Slope,SlopeShape,BedrockDepth,RockFragments0-1cm,Texture0-1cm,SoilColor0_1cm_rgb,RockFragments1-10cm,Texture1-10cm,SoilColor1_10cm_rgb,RockFragments10-20cm,Texture10-20cm,SoilColor10_20cm_rgb,RockFragments20-50cm,Texture20-50cm,SoilColor20_50cm_rgb,RockFragments50-70cm,Texture50-70cm,SoilColor50_70cm_rgb,RockFragments70-100cm,Texture70-100cm,SoilColor70_100cm_rgb,RockFragments100-120cm,Texture100-120cm,SoilColor100_120cm_rgb,VerticalCracking,SurfaceSalt,DepthToLimitingLayer,WaterTableDepth,LimeRequired,SurfaceRockCover,LCC_Class,PhotoSoilPit_url,PhotoSoilSample_url,PhotoLandscapeNorth_url,PhotoLandscapeEast_url,PhotoLandscapeSouth_url,PhotoLandscapeWest_url,Elevation_m,FAOGrowingPeriodLength_days,AridityIndex,Notes,LocationRanKEDSoil,Region,Texture,Recommandation
45011.0,0.4881944444444444,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.525,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.525,GRASSLAND,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.578472222222222,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",flat,0-2%,0-2%,"LINEAR,",undefined,undefined,undefined,undefined,undefined,undefined,undefined,No,No,cracking,No,salt,100,120,Little,or,no,lime,required,to,to,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.578472222222222,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",flat,0-2%,0-2%,"LINEAR,",undefined,undefined,undefined,undefined,undefined,undefined,undefined,No,No,cracking,No,salt,100,120,Little,or,no,lime,required,to,to,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Mixte,Aucune recommandation spécifique.
45011.0,0.6138888888888888,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.6138888888888888,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.6229166666666666,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.6229166666666666,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.6784722222222223,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45011.0,0.6784722222222223,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3201388888888889,TREE,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3201388888888889,TREE,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3368055555555555,TREE,TRUE,",CATTLE,HORSE",Rare,to,Occasional,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3368055555555555,TREE,TRUE,",CATTLE,HORSE",Rare,to,Occasional,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.4013888888888888,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Same,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4013888888888888,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Same,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4222222222222222,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Same,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4222222222222222,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Same,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4527777777777777,SAVANNA,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Better,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4527777777777777,SAVANNA,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,SANDY,CLAY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Better,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4937499999999999,SAVANNA,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Better,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.4937499999999999,SAVANNA,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Better,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.547222222222222,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Worse,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.547222222222222,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Worse,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.5569444444444444,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Worse,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.5569444444444444,TREE,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Worse,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3479166666666666,GRASSLAND,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3479166666666666,GRASSLAND,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3826388888888889,GRASSLAND,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.3826388888888889,GRASSLAND,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4118055555555555,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.4118055555555555,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable argileux,Ajouter du compost pour équilibrer l'aération et la rétention d'eau.
45012.0,0.4333333333333333,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4333333333333333,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45012.0,0.4854166666666666,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.4854166666666666,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.5666666666666667,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.5666666666666667,GRASSLAND,TRUE,",CATTLE,GOAT,HORSE,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45012.0,0.3694444444444444,GRASSLAND,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Mixte,Aucune recommandation spécifique.
45012.0,0.3694444444444444,GRASSLAND,TRUE,",CATTLE,HORSE",Rare,flat,0-2%,"LINEAR,",LOAM,LOAM,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.4479166666666666,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Better,yield,yield,yield,yield,yield,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.4479166666666666,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Better,yield,yield,yield,yield,yield,Louga,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.461111111111111,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,gentle,3-5%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.461111111111111,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,gentle,3-5%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.4791666666666666,TREE,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.4791666666666666,TREE,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,CLAY,SANDY,CLAY,CLAY,LOAM,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sablo-limoneux,Appliquer des pratiques de drainage et enrichir avec de la matière organique.
45013.0,0.5229166666666667,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,High,amounts,of,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.5229166666666667,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",SANDY,LOAM,SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,No,cracking,No,salt,100,120,High,amounts,of,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,Worse,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.54375,GARDEN/MIXED,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",CLAY,LOAM,CLAY,LOAM,CLAY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,>90%,8s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45013.0,0.54375,GARDEN/MIXED,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",CLAY,LOAM,CLAY,LOAM,CLAY,CLAY,No,cracking,No,salt,100,120,Little,or,no,lime,required,>90%,8s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,undefined,yield,yield,yield,yield,yield,yield,yield,Kolda,Sable limoneux,Ajouter un peu de matière organique pour équilibrer la rétention d'eau et la perméabilité.
45013.0,0.5708333333333333,GARDEN/MIXED,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAM,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.5708333333333333,GARDEN/MIXED,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,"LINEAR,",LOAMY,SAND,LOAMY,SAND,LOAM,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Worse,yield,yield,yield,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.7243055555555555,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,",CONVEX",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Worse,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.7243055555555555,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,flat,0-2%,",CONVEX",LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,yield,Worse,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
45013.0,0.7395833333333333,SAVANNA,TRUE,",CATTLE,GOAT,SHEEP",Rare,gentle,3-5%,",LINEAR",SANDY,LOAM,LOAMY,SAND,LOAMY,SAND,SANDY,CLAY,LOAM,No,cracking,No,salt,100,120,Little,or,no,lime,required,50,to,0.9,7s-r,undefined,undefined,undefined,undefined,undefined,undefined,undefined,yield,yield,Worse,yield,yield,yield,yield,Kolda,Sableux,Ajouter de la matière organique et utiliser l'irrigation goutte à goutte.
